idname,roottype,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14
56,sum_root,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.24763314,0.65436946,0.77149909,0.93691325,0.87734547,0.8886084,0.85978375,0.81086963,0.91751885,0.89135289,0.80617745,0.83684503,0.84509691,0.79586173
58,Lateralroot,0,0,2,5,8,17,17,23,30,42,47,55,55,55,0,0,0.018043334,0.515706173,0.748165462,2.281378603,4.368573735,7.868599008,11.979177,15.25356685,27.19511253,30.26227365,39.32793266,39.32793266
58,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.823584676,1.9533619,3.87973003,5.16220556,7.69302432,8.60951916,10.3180807,13.2802848,15.3551191,16.68416403,26.2339423,28.812196,42.2221114,42.2221114
58,sum_root,4,3,6,10,13,21,19,26,33,45,50,58,55,0,1.823584676,1.9533619,3.897773364,5.677911733,8.441189782,10.89089776,14.68665444,21.14888381,27.3342961,31.93773088,53.42905483,59.07446965,81.55004406,0
58,Lateralroot,0,3,7,8,13,14,14,24,26,31,37,38,40,42,0,0.196162978,0.886556406,1.131824472,2.178740421,4.45129512,7.02484244,11.64166868,17.38988402,21.69955015,24.15536837,28.43390273,33.29641922,44.9600604
58,primaryroot,2,4,4,4,4,4,4,4,4,4,5,5,6,6,0.31824176,0.646105959,3.41254221,5.1606067,8.86390373,11.12203117,13.4572583,17.2016653,18.40533014,22.4619114,26.15540224,31.99152175,34.93602206,53.76878423
58,sum_root,2,7,11,12,17,18,18,28,30,35,42,43,46,48,0.31824176,0.842268937,4.299098616,6.292431172,11.04264415,15.57332629,20.48210074,28.84333398,35.79521416,44.16146155,50.31077061,60.42542448,68.23244128,98.72884463
59,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.5874297,0.61221644,0.68,0.66587611,0.62,0.67695814,0.7413015,0.73268971,0.85235002,0.85235002,0.85235002,0.85235002,0.85235002,0.85235002
59,sum_root,2,2,0,2,0,2,2,2,2,0,0,0,0,0,0.5874297,0.61221644,0.639046275,0.66587611,0.671417125,0.67695814,0.7413015,0.73268971,0.85235002,0,0,0,0,0
63,Lateralroot,0,0,1,1,1,3,6,7,8,8,9,9,9,9,0,0,0.05813708,0.34073192,0.53294206,0.520664695,3.689336743,7.1174662,9.01288755,9.44,9.71363573,9.87468755,9.87468755,9.87468755
63,primaryroot,4,4,4,4,5,5,5,5,6,6,6,6,6,6,4.60530854,4.59477373,5.09811675,5.9247227,9.91253928,11.43481999,15.1276758,15.21163261,20.5254669,20.3,19.61989456,22.3735009,22.3735009,22.3735009
63,sum_root,4,4,5,5,6,8,11,12,14,14.5,15,15,0,0,4.60530854,4.59477373,5.15625383,6.26545462,10.44548134,11.95548469,18.81701254,22.32909881,29.53835445,29.43594237,29.33353029,32.24818845,0,0
64,Lateralroot,0,0,0,5,11,19,23,35,35,50,59,59,61,65,0,0,0,0.75542247,3.039817708,7.364692716,9.442734268,13.76071696,17.58123322,21.11438558,22.49832718,22.85141728,22.86680311,22.98698566
64,primaryroot,2,3,4,4,5,5,5,5,5,5,5,5,6,6,5.5296284,9.4216857,12.275279,13.81919625,15.88294208,17.7302393,18.4244743,18.3130293,18.76355726,18.35300322,19.00104303,18.5205625,18.29393155,18.47214664
64,sum_root,2,3,4,9,16,23,27,39,41,55,64,59,67,70,5.5296284,9.4216857,12.275279,14.57461872,18.92275979,25.09493202,27.86720857,32.07374626,36.34479048,39.4673888,41.49937021,41.37197978,41.16073466,41.4591323
64,Lateralroot,0,0,0,3,3,6,20,29,34,38,44,44,52,54,0,0,0,0.463423305,1.14092479,3.76160421,6.592359249,13.00234415,20.15756581,26.73402707,30.36267176,34.12955917,38.74042734,41.36569115
64,primaryroot,4,5,6,6,7,8,8,8,8,8,8,8,8,8,7.9647577,13.05038335,14.79381843,18.4180602,24.22168525,26.90953535,29.87172101,32.47263942,32.41146638,34.33916459,35.5299463,38.50927956,39.35107936,39.00669603
64,sum_root,4,5,6,8,9,14,28,37,42,46,52,52,60,61,7.9647577,13.05038335,14.79381843,18.88148351,25.36261004,30.67113956,36.46408026,45.47498357,52.56903219,61.07319166,65.89261806,72.63883873,78.0915067,80.37238718
64,Lateralroot,0,0,0,0,3,14,20,29,35,60,83,83,88,97,0,0,0,0,1.34398426,5.378825243,9.893531312,15.50967171,11.94932828,25.89835172,23.4760954,23.24237619,26.62162548,29.79954113
64,primaryroot,2,3,3,3,6,6,9,9,9,13,13,13,13,13,0.13507667,4.87670774,10.5191439,13.7902384,19.25016883,22.07495391,21.87891317,24.01184036,29.7804888,26.52341767,33.38236278,34.76629389,35.68865282,34.83586146
64,sum_root,2,4,3,2,9,25,29,38,44,73,96,83,101,109,0.13507667,4.87670774,10.5191439,13.7902384,20.59415309,27.45377915,31.77244448,39.52151207,41.72981708,52.42176939,56.85845818,58.00867008,62.3102783,64.63540258
68,Lateralroot,0,0,0,1,9,14,18,22,27,27,32,44,53,53,0,0,0,0.07191544,1.738429754,4.437544798,6.610099282,10.77300009,12.99817076,17.45335204,24.36200938,33.26883519,39.73917937,39.73917937
68,primaryroot,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.17716419,7.0325267,12.06559847,17.11223325,20.3240244,23.74883075,25.2548926,27.16681637,27.88015726,26.54043522,27.2688272,30.0849048,31.2307075,31.2307075
68,sum_root,5,5,5,6,13,19,23,27,32,31,37,49,58,0,3.17716419,7.0325267,12.06559847,17.18414869,22.06245415,28.18637555,31.86499188,37.93981646,40.87832802,43.99378726,51.63083658,63.35373999,70.96988687,0
72,Lateralroot,0,0,0,0,2,2,3,6,7,7,11,11,15,15,0,0,0,0,0.44734636,0.48400483,1.288972655,2.19742152,3.51159705,6.67929382,9.89263933,13.98982513,19.27093356,19.27093356
72,primaryroot,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.034436014,0.13764967,1.45092793,5.2695473,5.3060241,5.3801861,6.1736453,7.9176681,7.7769665,9.1868012,9.4367144,10.050926,11.0593841,11.0593841
72,sum_root,1,2,2,2,4,4,5,8,9,9,13,13,17,17,0.034436014,0.13764967,1.45092793,5.2695473,5.75337046,5.86419093,7.462617955,10.11508962,11.28856355,15.86609502,19.32935373,24.04075113,30.33031766,30.33031766
73,Lateralroot,0,0,0,0,0,3,9,10,13,17,21,24,24,25,0,0,0,0,0,0.288832205,3.475220324,6.53794502,9.098573697,14.7606969,24.32273888,33.41772827,38.18771413,40.19394299
73,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.3227297,6.8501573,6.7440822,8.8695078,11.7870552,13.688581,14.1477316,16.4080124,18.771219,20.651843,21.229574,21.228879,21.537896,21.476228
73,sum_root,2,2,2,2,2,5,11,12,15,19,23,26,26,27,5.3227297,6.8501573,6.7440822,8.8695078,11.7870552,13.97741321,17.62295192,22.94595742,27.8697927,35.4125399,45.55231288,54.64660727,59.72561013,61.67017099
73,Lateralroot,0,0,0,1,1,1,1,2,3,8,12,17,23,23,0,0,0,0.10727704,0.2778807,1.1299591,1.9227407,2.564526647,0.65120248,8.01275623,14.26704342,24.19503864,28.1116034,28.20593971
73,primaryroot,3,3,3,3,3,3,4,4,5,6,6,6,6,6,1.997373,3.97257388,4.63838372,4.5762625,4.3516521,5.12893014,7.6656176,10.7828391,15.7693203,17.73276896,17.6873661,16.5296347,15.0512323,20.9838292
73,sum_root,3,3,3,4,4,4,5,6,8,14,18,23,29,26,1.997373,3.97257388,4.63838372,4.68353954,4.6295328,6.25888924,9.5883583,13.34736575,16.42052278,25.74552519,31.95440952,40.72467334,43.1628357,49.18976891
74,Lateralroot,0,0,0,0,0,0,0,5,7,7,9,9,9,12,0,0,0,0,0,0,0,2.44445089,4.46975628,5.55158236,6.671887828,8.03117876,10.0068757,15.07346034
74,primaryroot,1,2,4,4,5,5,5,5,5,5,5,5,5,5,0.1450449,0.55412155,3.21158655,4.96457016,6.2686691,7.73438757,10.7067849,13.3983161,15.96833805,17.5882159,18.65895513,19.81063387,21.6927214,26.74665731
74,sum_root,1,2,4,4,5,5,5,10,12,12,14,14,14,17,0.1450449,0.55412155,3.21158655,4.96457016,6.2686691,7.73438757,10.7067849,15.84276699,20.43809433,23.13979826,25.33084296,27.84181263,31.6995971,41.82011765
74,Lateralroot,0,0,0,0,0,1,1,1,1,1,1,3,3,3,0,0,0,0,0,0.0404485,0.057822328,0.076066375,0.06126208,0.21054654,0.22720085,0.78681775,0.77,0.78681775
74,primaryroot,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5.09824634,5.81869264,6.62449524,7.42844234,10.3251235,13.1670078,16.0633452,17.9799489,19.9979414,21.4382358,22.66176834,23.5679187,22.5,23.5679187
74,sum_root,6,4,5,5,5,6,6,6,6,6,6,8,0,8,5.09824634,5.81869264,6.62449524,7.42844234,10.3251235,13.2074563,16.12116753,18.05601528,20.05920348,21.64878234,22.88896919,24.35473645,0,24.35473645
80,Lateralroot,0,5,11,15,24,27,43,52,60,60,66,66,84,84,0,0.54181302,1.370894214,3.700782736,6.957997934,12.46644231,30.87416084,32.12456994,46.08411261,38.57227147,50.37249089,35.23072806,54.00625531,55.99015253
80,primaryroot,1,2,2,2,2,2,3,5,5,5,5,5,7,7,1.1910828,4.95978676,6.2147945,9.1045747,10.9188128,13.0904643,14.53320136,16.90700961,17.82362681,15.6825573,17.24602541,12.651699,16.83533978,16.4449426
80,sum_root,1,7,13,17,26,29,46,57,65,54,71,60,91,85,1.1910828,5.50159978,7.585688714,12.80535744,17.87681073,25.55690661,45.4073622,49.03157955,63.90773942,54.25482877,67.61851629,47.88242706,70.84159509,72.43509513
82,Lateralroot,0,0,0,0,2,5,7,8,9,9,9,9,9,10,0,0,0,0,0.082008656,0.958433056,1.913342384,2.53508129,4.86913303,7.54868653,9.87564681,10.28739442,10.20726333,10.35827449
82,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.69208497,1.8480545,1.86414303,2.4769896,3.3109409,3.7262623,4.1999861,4.5115917,5.5312988,6.0861427,6.6368206,7.2598698,7.9969627,9.4269725
82,sum_root,2,2,2,2,4,7,9,10,11,11,11,11,11,12,1.69208497,1.8480545,1.86414303,2.4769896,3.392949556,4.684695356,6.113328484,7.04667299,10.40043183,13.63482923,16.51246741,17.54726422,18.20422603,19.78524699
82,Lateralroot,0,0,0,0,3,3,5,6,6,6,8,8,9,12,0,0,0,0,0.276998019,0.946081874,2.275612757,5.86495942,22.4,35.46807552,32.29563105,25.26732055,39.44586235,32.32230719
82,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.629608014,3.4244956,5.7205918,8.5190398,11.0170397,13.7364965,17.075429,23.5472919,22.3,20.991169,23.7070078,31.3006932,35.4097176,31.7165718
82,sum_root,3,3,3,3,6,6,7,9,0,8,13,11,12,15,1.629608014,3.4244956,5.7205918,8.5190398,11.29403772,14.68257837,19.35104176,29.41225132,0,56.45924452,56.00263885,56.56801375,74.85557995,64.03887899
82,Lateralroot,0,0,1,5,5,5,5,7,10,13,13,14,14,14,0,0,0.15718424,0.36,0.75,0.89647659,1.16674566,1.95036314,5.06256392,8.458666385,8.797029544,13.53530395,17.04925806,17.04925806
82,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.74753917,1.45896095,1.9749455,3.1252033,4.28788288,5.2286948,6.17131947,6.46610105,7.5737485,9.9727774,9.4773598,13.277616,15.1977033,15.1977033
82,sum_root,2,2,3,3,3,7,8,10,12,15,12,16,16,16,0.74753917,1.45896095,2.13212974,3.1252033,4.28788288,6.12517139,7.33806513,8.41646419,12.63631242,18.43144379,18.27438934,26.81291995,32.24696136,32.24696136
83,Lateralroot,0,0,0,6,12,19,22,23,24,30,31,37,40,40,0,0,0,0.981307676,1.884997526,6.9946466,14.93087602,20.75775999,27.75542001,25.92597566,31.11069646,31.28206943,32.58521467,35.00310875
83,primaryroot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.455968,6.5882607,7.1531534,9.525098,10.680037,11.812795,11.516366,12.126773,12.351079,15.453176,12.88674,13.040903,12.380214,13.142383
83,sum_root,1,1,1,7,13,20,23,24,25,31,32,38,41,41,4.455968,6.5882607,7.1531534,10.50640568,12.56503453,18.8074416,26.44724202,32.88453299,40.10649901,41.37915166,43.99743646,44.32297243,44.96542867,48.14549175
83,Lateralroot,0,0,5,10,16,20,24,24,24,24,24,26,28,28,0,0,0.253343237,0.828253858,1.200900118,1.781541144,2.280490456,2.329888343,2.330483323,2.263679629,2.524383011,2.716376805,2.987819513,2.98056801
83,primaryroot,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1.67342953,4.5052327,9.1610767,14.69032055,16.37840565,18.4343425,20.65007244,21.2489693,22.94423423,24.1518001,24.19537,24.354166,25.27225376,25.04971776
83,sum_root,2,2,8,13,19,23,27,27,27,27,25,29,31,31,1.67342953,4.5052327,9.414419937,15.51857441,17.57930577,20.21588364,22.9305629,23.57885764,25.27471755,26.41547973,26.71975301,27.07054281,28.26007327,28.03028577
86,Lateralroot,0,0,0,4,9,14,21,23,29,35,72,114,114,158,0,0,0,0.694525095,5.034415636,3.3653334,7.024982615,12.01128316,18.2329253,27.32947597,53.71325487,84.64648642,88.61834371,117.4264799
86,primaryroot,5,5,6,6,6,6,6,6,6,7,7,7,7,7,2.90716317,3.673880246,4.11640107,7.59568828,6.73527839,13.98583618,19.4768778,28.00030728,30.9935533,32.126404,38.4757635,42.38254863,47.6386913,45.34526313
86,sum_root,5,5,6,10,15,19,26,30,35,38,79,120,119,163,2.90716317,3.673880246,4.11640107,8.290213375,11.76969403,17.35116958,26.50186042,40.01159044,49.2264786,59.45587997,92.18901837,127.029035,136.257035,162.7717431
86,Lateralroot,0,0,0,6,13,21,26,38,49,63,86,152,167,182,0,0,0,1.356515876,4.96756589,8.94882862,13.64060926,23.7376355,36.52322872,56.49144791,66.53323657,111.149435,119,150.3474257
86,primaryroot,5,5,5,5,5,5,5,5,5,5,6,6,6,6,4.841033,5.47657736,6.89206655,10.41822154,13.2409212,20.046573,25.1452112,33.1767749,38.2483892,37.4307576,49.9301108,52.2565407,56.3,46.319005
86,sum_root,5,5,5,11,18,26,31,43,54,68,92,158,0,187,4.841033,5.47657736,6.89206655,11.77473742,18.20848709,28.99540162,38.78582046,56.9144104,74.77161792,93.92220551,116.4633474,163.4059757,0,196.6664307
88,Lateralroot,0,0,0,7,13,22,30,39,48,57,58,58,64,73,0,0,0,1.67804883,5.19802597,11.60135883,24.72590791,41.74793381,64.05269633,90.49449329,67.85657864,96.60830285,94.6150733,112.364052
88,primaryroot,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2.25146646,6.2626282,12.4561164,18.7832809,28.19007,41.1160342,48.5402191,58.5661373,69.393725,62.47238,91.059394,79.987459,84.594159,87.608268
88,sum_root,4,5,5,12,18,27,35,44,53,61,63,63,69,78,2.25146646,6.2626282,12.4561164,20.46132973,33.38809597,52.71739303,73.26612701,100.3140711,133.4464213,152.9668733,158.9159726,176.5957619,179.2092323,199.97232
88,Lateralroot,0,3,5,8,11,20,26,41,41,41,45,48,52,60,0,0.49676506,1.177714226,2.169398403,6.57976556,16.3616866,29.03549079,44.48942165,60.03209276,85.10735891,90.64836103,99.58187478,91.45868092,114.3611294
88,primaryroot,2,3,3,3,3,3,4,4,4,4,4,4,4,4,2.38961644,4.8607917,6.22986632,8.23658566,13.53221,18.1081334,20.90856101,24.49137695,26.60528197,28.92664326,30.7123645,33.12710762,39.9376366,43.22951884
88,sum_root,2,6,8,11,13,23,30,45,44,45,49,52,56,64,2.38961644,5.35755676,7.407580546,10.40598406,20.11197556,34.46982,49.9440518,68.9807986,86.63737473,114.0340022,121.3607255,132.7089824,131.3963175,157.5906482
88,Lateralroot,0,0,0,0,0,1,4,12,14,16,16,17,17,17,0,0,0,0,0,0.48293567,2.02395573,7.728387894,14.75089694,22.10918848,24.22464911,33.17006577,26.24805669,26.24805669
88,primaryroot,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1.03117075,4.3430361,4.5254469,5.190017,7.9937743,13.080278,16.854148,20.1230041,23.0101397,27.534626,30.790401,28.9162225,36.236767,36.236767
88,sum_root,2,3,3,3,3,4,7,15,17,19,19,20,20,0,1.03117075,4.3430361,4.5254469,5.190017,7.9937743,13.56321367,18.87810373,27.85139199,37.76103664,49.64381448,55.01505011,62.08628827,62.48482369,0
89,Lateralroot,0,0,8,12,17,27,33,33,43,43,61,67,80,82,0,0,3.05399273,4.473790407,6.23407192,13.0936231,19.38486007,23.99605036,33.88457303,42.11159629,65.30065996,73.12681722,116.277235,121.2093039
89,primaryroot,3,4,4,5,5,5,5,5,6,6,6,6,6,6,0.313011185,5.86115418,11.9830735,13.8949343,15.08764665,14.33764936,13.93360544,14.74887062,14.41413343,15.4502098,14.53560302,14.13207953,12.35603546,12.23162414
89,sum_root,3,4,12,17,22,32,38,37,49,42,67,72,85,87,0.313011185,5.86115418,15.03706623,18.36872471,21.32171857,27.43127246,33.31846551,38.74492098,48.29870646,57.56180609,79.83626298,87.25889675,128.6332705,133.4409281
92,Lateralroot,0,0,0,2,6,9,11,12,13,13,15,17,18,28,0,0,0,1.58135862,3.456026724,4.72812866,8.49472565,13.62363708,19.86369006,25.54213309,38.36127662,44.48416597,46.86348996,50.28036333
92,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.03606408,4.21924738,4.87958147,6.59143494,8.3511545,10.2366585,12.7091108,13.90663884,16.4862693,17.8515474,19.2867695,20.270814,21.2508601,21.4954999
92,sum_root,3,3,3,5,9,12,14,15,16,16,18,20,21,31,1.03606408,4.21924738,4.87958147,8.17279356,11.80718122,14.96478716,21.20383645,27.53027592,36.34995936,43.39368049,57.64804612,64.75497997,68.11435006,71.77586323
97,Lateralroot,0,7,12,16,24,36,44,55,77,77,81,85,100,114,0,1.97394958,3.6248268,7.22604956,9.92897625,15.33177913,18.84493815,23.37770925,33.88197444,35.86483248,35.8,36.72456399,44.4,52.82651658
97,primaryroot,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.024325455,5.585753,10.3428023,12.480709,14.2275516,15.637921,17.0334,17.308433,17.962929,18.420003,19.4,19.036475,19.5,18.544421
97,sum_root,1,9,14,18,26,38,46,57,79,75,0,87,0,116,0.024325455,7.55970258,13.9676291,19.70675856,24.15652785,30.96970013,35.87833815,40.68614225,51.84490344,54.28483548,0,55.76103899,0,71.37093758
97,Lateralroot,0,5,7,8,16,24,35,39,40,51,51,61,61,61,0,0.629855917,2.343098054,3.60589871,7.5408888,14.61152693,24.60926563,35.18740786,39.36925209,52.05234887,54.20634051,62.98733344,71.78897991,71.78897991
97,primaryroot,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3.9129399,10.037023,17.2090492,23.2709199,30.091018,35.7285074,38.74799,38.029032,35.3371437,39.66503,42.369371,51.45812,46.411623,46.411623
97,sum_root,3,9,11,12,20,28,39,43,44,55,55,65,65,65,3.9129399,10.66687892,19.55214725,26.87681861,37.6319068,50.34003433,63.35725563,73.21643986,74.70639579,91.71737887,96.57571151,114.4454534,118.2006029,118.2006029
98,Lateralroot,0,0,5,10,14,14,14,15,15,16,16,17,17,17,0,0,1.86270572,3.200499123,6.98127624,9.01231624,9.56,9.447927595,10.3,11.24245252,11.1708091,10.78688088,12.59187993,12.59187993
98,primaryroot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3966317,1.5300076,4.0067515,6.4925184,7.229295,9.425034,9.57,9.729086,9.9,9.37596,9.344099,9.577042,9.416639,9.416639
98,sum_root,1,1,6,11,15,15,0,16,0,17,17,18,18,0,1.3966317,1.5300076,5.86945722,9.693017523,14.21057124,18.43735024,0,19.1770136,0,20.61841252,20.5149081,20.36392288,22.00851893,0
99,Lateralroot,0,0,1,2,3,3,5,11,12,16,16,16,17,21,0,0,0.32901126,2.2185764,3.62598526,5.5651486,7.097187815,9.13443009,7.743998425,14.40362807,12.33218831,13.60286714,14.42065748,18.09789894
99,primaryroot,4,5,5,6,6,6,6,6,6,6,6,6,6,6,4.16326328,4.71711828,3.94043541,8.27821144,9.3736068,11.52452667,12.47071583,13.91646946,14.42011761,12.17211106,17.00450617,17.30729225,17.65017638,18.80801862
99,sum_root,4,5,6,8,9,9,11,17,18,22,22,21,23,27,4.16326328,4.71711828,4.26944667,10.49678784,12.99959206,17.08967527,19.56790365,23.05089955,22.16411604,26.57573913,29.33669448,30.91015939,32.07083386,36.90591756
99,Lateralroot,0,0,0,0,0,1,1,7,9,12,17,17,17,18,0,0,0,0,0,0.16413537,1.2666469,4.68497168,9.88708156,16.84181528,20.77474694,24.73375639,23.74368407,22.43534145
99,primaryroot,4,4,4,5,5,5,5,5,5,5,5,5,5,5,7.9312915,7.595944,8.1738744,11.87166729,14.61751192,21.27296984,23.7568542,27.33959349,29.3414136,30.867843,33.0961123,33.33115007,39.04282306,43.3988419
99,sum_root,4,4,4,5,5,6,6,12,13,17,22,22,22,23,7.9312915,7.595944,8.1738744,11.87166729,14.61751192,21.43710521,25.0235011,32.02456517,39.22849516,47.70965828,53.87085924,58.06490646,62.78650713,65.83418335
100,Lateralroot,0,0,0,2,5,6,8,11,16,17,20,26,27,30,0,0,0,1.20489135,3.82898824,5.67969467,7.33105289,9.03167694,14.36916584,17.22370086,21.94330978,28.15684443,31.02961072,31.02961072
100,primaryroot,3,3,4,4,4,4,5,5,5,6,6,6,6,6,0.418715836,1.59237314,3.02369581,5.12812771,6.1875585,6.55518766,9.78145151,9.78145151,11.45008397,12.25182676,12.63903307,12.63903307,12.63903307,12.75670801
100,sum_root,3,3,4,6,9,10,13,15,20,23,26,32,33,36,0.418715836,1.59237314,3.02369581,6.33301906,10.01654674,12.23488233,17.1125044,18.8003286,25.81924981,29.47552762,34.58234285,37.19800824,39.6629125,40.59518384
101,Lateralroot,0,1,10,19,36,52,64,71,81,95,115,122,123,139,0,0.104384944,4.031061517,16.57392135,24.4156775,34.50426903,43.57026022,43.57026022,53.17345631,58.02821183,65.92128121,69.79119983,71.00047196,69.98674482
101,primaryroot,3,3,4,4,6,6,7,8,8,8,8,8,8,8,1.45642273,5.51244465,7.85026474,7.85026474,8.28,8.72497551,9.18,9.63879185,9.65536026,11.13290376,12.23348769,12.2,12.25403571,12.3
101,sum_root,3,4,14,23,42,58,71,79,89,103,123,131,131,147,1.45642273,5.616829594,11.88132626,22.7694271,31.43008181,43.22924454,55.45387618,42.32426535,62.82881657,69.16111559,78.1547689,84.00784323,83.25450767,81.04353465
101,Lateralroot,0,3,6,18,25,31,55,67,78,113,116,144,150,192,0,0.58686315,1.435225944,5.13103692,13.56093938,26.23386551,50.44985479,63.76903063,86.08037646,95.90530471,109.3610421,129.8292339,130.236026,159.4422643
101,primaryroot,3,7,9,9,9,10,10,10,10,10,12,12,12,12,0.6134082,11.84689826,17.31753995,19.70278032,21.01351462,22.68708042,22.42980728,23.47934935,25.04,26.61080271,31.95088742,32,36.22258116,36.22258116
101,sum_root,3,10,15,27,34,41,65,58,88,123,128,156,163,204,0.6134082,12.43376141,18.75276589,24.83381724,34.574454,48.92094593,72.87966207,87.24837998,103.1588231,122.5161074,141.3119295,161.2676249,166.4586072,190.2752115
102,Lateralroot,0,0,3,15,30,38,45,53,70,75,80,98,106,128,0,0,0.147424616,0.752118737,2.033360684,4.191104984,7.407968664,11.81177851,13.16371873,15.81204215,18.84843555,25.78468987,34.91907166,48.20919536
102,primaryroot,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1.39357076,4.293605727,8.735504686,10.00530475,13.40952567,18.14929852,23.50494903,30.65899158,37.8695539,43.23660486,45.15573659,55.67660323,55.67660323,55.67660323
102,sum_root,3,5,8,20,35,43,50,58,75,80,85,103,111,133,1.39357076,4.293605727,8.882929302,10.75742349,15.44288635,22.3404035,30.9129177,42.47077009,51.03327263,59.048647,64.00417214,81.46129309,86.43751858,94.53637665
102,Lateralroot,0,0,6,17,29,44,58,74,83,101,139,154,154,154,0,0,0.424764926,1.324925378,3.073971031,6.571471749,10.17148686,17.13909675,21.46848106,26.53448483,37.05506111,47.48068281,73.29540172,73.29540172
102,primaryroot,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.4297707,5.2798924,8.42513337,11.1600888,12.7742182,18.3634207,23.9146173,32.6482888,50.395127,61.6626814,76.5210844,77.5818987,81.3529516,81.3529516
102,sum_root,5,5,11,22,34,49,63,79,88,106,144,163,159,159,1.4297707,5.2798924,8.849898296,12.48501418,15.84818923,24.93489245,34.08610416,49.78738555,71.86360806,88.19716623,113.5761455,125.0625815,154.6483533,154.6483533
103,Lateralroot,0,0,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0.10458442,0.53526915,0.73081702,0.75504322,0.75504322,0.75504322,0.75504322,0.75504322,0.75504322
103,primaryroot,5,5,5,5,6,6,6,6,6,6,6,6,6,6,1.91241804,2.26212814,2.26212814,3.28502399,5.04494895,5.7965393,6.46598739,6.97071743,6.9785656,6.9785656,7.58792551,7.68177286,7.96994869,7.96994869
103,sum_root,5,5,5,5,6,7,8,8,8,8,8,8,8,18,1.91241804,2.90627384,2.26212814,3.28502399,5.04494895,5.90112372,7.00125654,7.70153445,7.9520132,7.58740233,7.96445261,8.03087798,8.72499191,0
103,Lateralroot,0,0,0,1,2,3,6,9,14,18,18,18,18,18,0,0,0,0.044380765,1.006392026,1.66356369,3.858974763,7.62050633,8.059431,11.05089208,14.51254946,19.84419497,20.16868296,20.16868296
103,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.39081351,0.48928938,0.98688205,2.39313564,3.614577196,4.55199181,5.248872,5.84281902,6.35026476,6.58608325,7.3738136,8.324866834,9.38045595,9.38045595
103,sum_root,2,2,2,3,4,5,8,11,16,20,20,20,20,20,0.39081351,0.48928938,0.98688205,2.437516405,4.620969222,6.2155555,9.107846763,13.46332535,14.40969576,17.63697533,21.88636306,28.1690618,29.54913891,0
105,Lateralroot,0,8,15,16,23,29,36,45,54,67,69,75,77,78,0,5.89317303,12.78645451,13.93613932,16.94392018,20.76704243,34.52151592,49.64269025,61.3992742,78.52042405,101.2545739,116.7268742,143.2453784,176.5988033
105,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.18759558,5.8411442,6.932575,11.208254,14.787304,16.112811,18.435552,19.123521,20.404534,22.98753,26.755657,27.471538,29.058293,33.847151
105,sum_root,2,10,17,18,25,31,38,47,56,69,71,77,79,80,1.18759558,11.73431723,19.71902951,25.14439332,31.73122418,36.87985343,52.95706792,68.76621125,81.8038082,101.5079541,128.0102309,144.1984122,172.3036714,210.4459543
106,Lateralroot,0,0,0,0,0,2,2,7,7,13,15,15,15,15,0,0,0,0,0,0.279655355,0.74559906,4.77448276,5.643039,7.333701868,9.683629105,11.65356567,11.65356567,12.84687478
106,primaryroot,2,3,3,3,3,3,3,3,3,3,4,4,4,4,0.61322771,3.70098506,3.70098506,4.2284174,5.06743732,5.97914992,7.0327915,9.2730708,12.67694726,14.06664545,16.25288734,17.74197004,18.74782992,19.94098407
106,sum_root,2,3,3,3,3,5,5,10,10,16,19,19,19,19,0.61322771,3.70098506,3.56688869,4.2284174,5.06743732,6.258805275,7.77839056,14.04755356,18.31998626,21.40034732,25.93651645,29.39553571,30.24289421,32.78785885
106,Lateralroot,0,1,1,1,1,6,12,24,27,37,39,42,49,50,0,0.22389138,0.24993697,0.24993697,0.6362054,3.83499561,11.40080879,19.92218337,26.57740499,27.31191141,31.21222891,35.10445351,39.02466642,42.47428281
