idname,roottype,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14
189,primaryroot,0,1,4,5,5,5,5,5,5,5,5,5,5,5,0,0.080160424,4.51873146,6.36872942,6.73017267,8.00236464,8.20747497,8.97627961,9.53239828,10.08593004,10.42844948,10.72969238,10.79017585,11.46014137
189,sum_root,0,1,4,5,5,5,7,9,9,10,10,10,10,10,0,0.080160424,4.51873146,6.73017267,6.36872942,8.20747497,8.19815125,9.96388542,11.34106073,11.78868796,12.69934862,13.09223007,13.21397922,14.14232676
193,Lateralroot,0,0,0,1,1,2,8,15,18,25,38,49,55,62,0,0,0,0.10927758,0.11087951,0.287469175,2.005966075,4.252880431,6.80318179,14.97357748,33.16431641,49.32453721,68.91788242,88.24870789
193,primaryroot,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.41267367,2.480489846,3.05350208,3.437829,5.09008355,6.64393927,7.81828944,10.84597798,12.30784908,14.19370079,17.10945783,18.36278079,19.79440017,20.14485197
193,sum_root,5,5,5,6,6,7,13,20,23,30,43,54,60,67,2.480489846,2.41267367,3.05350208,3.54710658,5.20096306,6.931408445,9.824255515,15.09885841,19.11103087,29.16727827,50.27377424,67.687318,88.71228259,108.3935599
193,Lateralroot,0,1,2,7,14,16,16,16,16,25,34,34,39,39,0,0.049946737,0.18233867,2.74353489,8.153228545,14.13728405,23.76785802,35.00263197,42.01167771,48.46070172,54.12892812,60.01520397,63.85968402,64.23955259
193,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.30379206,2.744242,4.92112127,8.60742135,10.4999154,11.83368936,12.06564572,12.10849196,12.348181,12.5160266,12.53227074,12.59168024,12.6368159,12.9903307
193,sum_root,2,3,4,9,16,19,18,16,18,27,36,34,44,41,1.30379206,2.794188737,5.10345994,11.35095624,18.65314395,26.24577601,36.40467392,46.83632133,54.52770431,61.45103242,66.47710912,72.60688421,76.39195476,76.30519831
193,Lateralroot,0,0,4,5,10,13,19,23,23,30,32,33,39,40, ,0,0.375657794,1.78939836,2.996159243,7.30616704,12.46651873,18.68328133,20.12757149,25.06108022,27.60710819,29.08846765,29.81132722,30.1672843
193,primaryroot,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4.2374888,5.57668083,8.89255182,12.9825286,14.6238137,16.31681786,19.1865821,20.5397555,22.19365364,23.64110565,24.1340954,23.9639416,24.5340222
193,sum_root,0,3,7,8,13,16,22,26,24,33,35,36,42,43,0,4.2374888,5.952338624,10.68195018,15.97868784,21.92998074,28.78333659,37.86986343,40.66732699,47.25473386,51.24821384,53.22256305,53.77526882,54.7013065
194,Lateralroot,0,0,0,0,0,2,5,8,8,13,16,16,24,24,0,0,0,0,0,0.20094202,1.29619218,2.931849,3.42399102,4.023800231,5.063347714,5.49852706,7.490075056,11.31704056
194,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.52119,1.44662617,1.42881163,1.73371078,2.10798697,3.25101102,4.19889227,5.61383744,6.94988856,8.67127186,10.74642215,12.36045126,13.40179393,13.82068114
194,sum_root,2,2,2,2,2,4,7,10,10,15,18,18,26,25,1.52119,1.44662617,1.42881163,1.73371078,2.10798697,3.45195304,5.49508445,8.54568644,10.37387958,12.69507209,15.80976986,17.85897832,20.89186899,25.1377217
196,Lateralroot,0,0,1,6,11,26,43,48,55,67,73,86,86,86,0,0,0.12548487,2.72524508,7.030575106,21.00463446,44.87509844,71.60307005,96.99982566,108.9955356,122.9025413,92.66553243,92.66553243,92.66553243
196,primaryroot,0,1,3,4,4,4,6,6,6,6,6,6,6,6,0,0.17890254,10.5908719,19.35231322,25.82930145,24.00260531,26.53401174,28.91517894,32.56044541,39.20036835,43.5382035,18.4,18.4,18.4
196,sum_root,0,1,4,10,15,30,49,54,61,73,79,92,0,0,0,0.17890254,10.71635677,22.0775583,32.85987656,45.00723977,71.40911018,100.518249,129.5602711,148.1959039,166.4407448,183.0889925,0,0
197,Lateralroot,2,3,10,10,18,21,31,31,56,64,74,113,115,121,1.9155382,5.1766572,4.14754442,8.16551913,14.47971068,18.38596585,30.26595893,30.26595893,59.73036134,74.86655024,67.25845167,149.2984144,152.1848879,183.6543292
197,primaryroot,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.79903577,6.89374243,16.73156,17.82576872,21.4726976,26.4999015,28.10318527,28.10318527,35.487489,36.41746664,32.9900321,28.5997226,41.2565937,45.1064886
197,sum_root,6,7,14,14,22,25,35,35,59,68,78,117,119,125,6.71457397,12.07039963,20.87910442,25.99128785,35.95240828,44.88586735,58.3691442,58.3691442,95.21785034,111.2840169,100.2484838,177.898137,193.4414816,228.7608178
197,Lateralroot,8,14,19,23,47,60,74,65,73,89,107,135,135,135,0.132322705,10.75568647,13.47834435,20.73246136,32.1372745,44.22278238,66.5445844,76.63968178,78.85110854,103.3035071,113.4234137,149.2930299,149.2930299,149.2930299
197,primaryroot,4,4,4,4,4,4,4,4,4,4,5,5,5,5,0.357203264,10.1647937,15.25942423,16.89234164,22.0174249,23.59312825,24.6730146,23.6513591,29.23166,32.0916035,33.275551,35.128903,35.128903,35.128903
197,sum_root,12,18,23,27,51,64,79,70,77,93,110,138,0,0,0.489525969,20.92048017,28.73776858,37.624803,54.1546994,67.81591063,91.217599,100.2910409,108.0827685,135.3951106,146.6989647,184.4219329,0,0
197,Lateralroot,3,5,16,15,26,37,37,66,89,89,98,110,110,110,1.135062528,1.81626814,6.656007914,10.32296166,15.65089625,20.41581055,31.3282383,53.75428236,72.75704712,79.06126321,142.1062249,158.4130282,158.4130282,158.4130282
197,primaryroot,3,4,4,4,4,4,4,4,4,4,4,4,4,4,9.435006,13.6875834,19.7599934,25.93652998,30.5007494,31.099057,32.938623,40.35468844,40.7691248,40.9031314,38.82852657,43.0387569,43.0387569,43.0387569
197,sum_root,6,9,20,20,30,41,40,71,93,92,102,114,0,0,10.57006853,15.50385154,26.41600131,36.25949164,46.15164565,51.51486755,64.2668613,94.1089708,113.5261719,119.9643946,180.9347514,201.4517851,0,0
198,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,primaryroot,0,2,2,3,3,3,3,3,3,3,3,3,3,3,0,2.3506598,1.86285536,3.5501421,3.3511447,3.62576705,3.30547698,3.53831206,3.6382766,3.61031384,3.6907935,4.0182642,4.0182642,4.0182642
198,sum_root,0,2,2,3,3,3,3,3,3,3,3,3,0,0,0,2.3506598,1.86285536,3.5501421,3.3511447,3.62576705,3.30547698,3.53831206,3.6382766,3.61031384,3.6907935,4.0182642,0,0
198,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,primaryroot,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2.7491923,2.3569286,2.2880519,2.4114413,2.557072,2.27864084,2.37287263,2.3407499,2.3210411,2.2955712,2.5874803,2.5874803,2.5874803
198,sum_root,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2.7491923,2.3569286,2.2880519,2.4114413,2.557072,2.27864084,2.37287263,2.3407499,2.3210411,2.2955712,2.5874803,0,0
199,Lateralroot,0,0,0,0,2,5,5,7,7,7,7,7,7,7,0,0,0,0,0.23163832,0.528999106,0.519108835,0.68462642,0.912633565,0.88558494,0.625066836,0.844698356,1.162352136,1.162352136
199,primaryroot,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1.37243306,3.2251137,3.9044584,3.9132988,4.6134526,5.1619358,5.8828765,5.743469,5.7856901,5.9182858,5.9182858
199,sum_root,0,0,0,2,4,7,7,9,9,9,9,9,9,0,0,0,0,1.37243306,3.45675202,4.433457506,4.432407635,5.29807902,6.074569365,6.76846144,6.368535836,6.630388456,7.080637936,0
199,Lateralroot,1,1,6,11,11,13,14,15,16,18,18,18,18,18,0.14259692,0.18367356,1.26762807,3.07505547,3.39200675,6.76772974,8.96372779,10.37079575,8.09447261,10.16048827,11.20897098,11.86256763,11.86256763,11.86256763
199,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.71978731,1.6215811,1.8099191,2.28446633,2.4307957,2.6742231,2.67386044,2.26325886,3.4038686,4.4649272,4.3484599,4.9028983,4.9028983,4.9028983
199,sum_root,3,3,8,13,12,15,16,17,18,20,20,20,20,0,0.86238423,1.80525466,3.07754717,5.3595218,5.82280245,9.44195284,11.63758823,12.63405461,11.49834121,14.62541547,15.55743088,16.76546593,16.76546593,0
199,Lateralroot,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.81019944,0.20822994,0.22821392,0.28451583,0.27765566,0.45786798,0.45786798,0.45786798
199,primaryroot,0,2,2,3,3,3,3,3,3,3,3,3,3,3,0,0.84238072,2.2508169,2.7445194,5.15283948,5.7307899,5.02704874,6.3446545,5.7672113,6.5631893,6.3229963,6.6803983,6.6803983,6.6803983
199,sum_root,0,2,2,3,4,3,4,4,4,4,4,4,4,0,0,0.84238072,2.2508169,2.7445194,5.15283948,5.7307899,5.83724818,6.55288444,5.99542522,6.84770513,6.60065196,7.13826628,7.13826628,0
202,Lateralroot,0,0,0,0,3,9,9,10,15,16,19,21,27,27,0,0,0,0,0.22626305,2.757083796,5.48697261,10.46243907,15.21367778,21.89420267,26.2101237,34.94051875,34.40053231,38.33915457
202,primaryroot,4,4,4,4,4,4,4,5,5,5,5,5,5,5,10.41822036,13.4838287,13.0231876,13.63037487,13.1665706,15.19967038,18.72155855,23.1038949,26.77178049,31.81796799,32.05745108,34.64671098,37.21320271,36.88044262
202,sum_root,4,4,4,4,7,13,13,15,20,21,24,26,32,32,10.41822036,13.4838287,13.0231876,13.63037487,13.39283365,17.95675418,24.20853116,33.56633397,41.98545827,53.71217066,58.26757478,69.58722973,71.61373502,75.21959719
204,Lateralroot,0,1,1,3,6,9,12,15,20,20,21,23,23,23,0,0.16945249,0.21956967,0.395114384,2.23000063,4.40971051,5.432972475,8.68398068,12.93073004,16.35675593,22.07171518,27.02126494,32.43145622,35.32581837
204,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.7111401,3.30447458,3.72620354,5.05793146,8.0053359,11.6309919,13.03118003,14.56095816,15.1843593,16.253078,16.28207372,16.34902515,16.5434674,16.34309323
204,sum_root,2,3,3,5,8,11,14,17,22,22,23,25,25,25,2.7111401,3.47392707,3.94577321,5.453045844,10.23533653,16.04070241,18.46415251,23.24493884,28.11508934,32.60983393,38.3537889,43.37029009,48.97492362,51.6689116
206,Lateralroot,0,0,0,1,8,19,28,41,52,70,77,77,77,77,0,0,0,0.47615653,2.074910784,6.09012721,15.59283436,21.27943242,40.84030752,52.24796223,51.49508348,49.385444,58.35574351,58.35574351
206,primaryroot,2,3,4,4,5,5,5,5,5,5,5,5,5,5,0.78039829,1.14322332,4.58304084,4.33275836,8.2971571,10.90979034,14.12031034,16.6065524,16.71895252,18.81150564,22.2901615,19.97118605,24.78308616,24.78308616
206,sum_root,2,3,4,5,13,24,33,46,57,75,82,81,80,0,0.78039829,1.14322332,4.58304084,4.80891489,10.37206788,16.99991755,29.7131447,37.88598482,57.55926004,71.05946787,73.78524498,69.35663005,83.13882967,0
208,Lateralroot,0,0,0,0,0,2,2,2,7,7,7,8,10,16,0,0,0,0,0,0.40341408,1.3263656,1.72300265,6.6348551,6.29061222,7.85311194,10.30666246,16.31532591,15.82264704
208,primaryroot,3,3,3,3,3,5,6,6,6,7,7,7,7,7,0.62420424,0.88786326,1.44231629,2.23664254,4.49130776,11.99168062,16.43003976,19.56369152,24.29916273,28.04009486,29.73196136,34.08348727,37.30821596,40.0757778
208,sum_root,4,3,3,3,3,7,8,8,13,14,14,15,17,23,0.62420424,0.88786326,1.44231629,2.23664254,4.49130776,12.3950947,17.75640536,21.28669417,30.93401783,34.33070708,37.5850733,44.39014973,53.62354187,55.89842484
208,Lateralroot,0,0,0,2,3,4,4,4,4,4,8,8,8,9,0,0,0,0.22789603,0.70827893,1.37658314,1.84382657,2.69655475,2.72428968,4.32890932,6.63895542,9.06095007,10.9718167,13.85070508
208,primaryroot,1,2,3,3,4,4,4,4,4,4,4,4,4,4,0.28617367,1.42255928,4.37943678,6.39701183,10.299402,11.1968108,13.7146609,13.04452254,18.5389168,21.469556,21.2633988,22.68465,22.2698749,20.6148758
208,sum_root,1,2,3,5,7,8,8,8,8,8,12,12,12,13,0.28617367,1.42255928,4.37943678,6.62490786,11.00768093,12.57339394,15.55848747,15.74107729,21.26320648,25.79846532,27.90235422,31.74560007,33.2416916,34.46558088
209,Lateralroot,0,0,0,0,0,0,0,0,0,1,3,3,4,4,0,0,0,0,0,0,0,0,0,0.07081695,0.61395959,0.83099392,1.27226793,1.27226793
209,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.5605597,6.3211936,6.1512729,6.6877686,8.5687863,11.8280134,14.5043337,15.9190105,18.0676734,17.7455225,17.6997443,17.0572482,17.3079796,17.3079796
209,sum_root,3,3,3,3,3,3,3,3,3,4,6,6,7,7,3.5605597,6.3211936,6.1512729,6.6877686,8.5687863,11.8280134,14.5043337,15.9190105,18.0676734,17.81633945,18.31370389,17.88824212,18.58024753,18.58024753
209,Lateralroot,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0.44212841,4.361399536,5.7045231,7.70552853
209,primaryroot,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3.06191474,3.7260993,3.87710401,3.69521201,3.86205724,5.18464368,6.2222543,6.60120348,7.05134982,8.12272432,8.85168179,8.6522401,8.74236553,9.3544786
209,sum_root,3,3,3,4,4,4,4,4,4,4,6,8,8,8,3.06191474,3.7260993,3.87710401,3.69521201,3.86205724,5.18464368,6.2222543,6.60120348,7.05134982,8.12272432,9.2938102,13.01363964,14.44688863,17.06000713
211,Lateralroot,0,0,0,3,3,3,3,3,4,4,4,4,4,4,0,0,0,0.708139456,0.726249303,0.96309906,0.78665142,0.85281118,1.45505874,0.8887185,1.2894776,1.268066996,0.97564858,0.96816247
211,primaryroot,1,1,2,3,5,5,5,5,5,5,5,5,5,5,0.11023714,0.30691057,1.66296732,3.40186748,4.51567514,4.38089604,4.55898936,4.22619569,5.45580916,4.56864114,4.87973546,5.23583566,4.63610236,4.40404377
211,sum_root,1,1,2,6,8,8,8,8,10,9,9,9,9,9,0.11023714,0.30691057,1.66296732,4.110006936,5.241924443,5.3439951,5.34564078,5.07900687,6.9108679,5.45735964,6.16921306,6.503902656,5.61175094,5.37220624
212,Lateralroot,0,2,4,5,9,12,12,18,18,26,43,43,54,55,0,0.15136026,0.57584894,1.909182,3.762436296,10.15268094,12.01045292,17.72971726,19.18673674,26.73580515,36.80781234,37.88295691,52.45072681,45.8560694
212,primaryroot,5,6,6,6,7,8,9,10,10,10,10,10,10,10,4.74537426,7.07474008,9.6985218,13.3109627,19.63079786,24.6056926,32.82201,43.21119485,48.4077078,52.52321623,50.1398611,53.51425269,52.9285039,58.70817796
212,sum_root,5,8,10,11,16,20,21,28,28,36,53,53,64,65,4.74537426,7.22610034,10.27437074,15.2201447,23.39323416,34.75837354,44.83246292,60.94091211,67.59444454,79.25902138,86.94767344,91.3972096,105.3792307,104.5642474
212,Lateralroot,0,0,0,0,3,6,8,10,10,12,15,18,24,27,0,0,0,0,1.16386992,2.42927133,5.17038614,9.08853646,12.87811534,16.76607179,23.08759704,29.09665971,34.46935556,39.29071866
212,primaryroot,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2.92476663,3.4338535,3.9230932,4.62600084,6.6539223,8.44538087,10.10192387,13.28737347,16.12814435,18.3680705,20.72137548,22.39033353,24.6231415,25.15955763
212,sum_root,4,4,4,4,7,10,12,14,15,17,20,23,29,32,2.92476663,3.4338535,3.9230932,4.62600084,7.81779222,10.8746522,15.27231001,22.37590993,29.00625969,35.13414229,43.80897252,51.48699324,59.09249706,64.45027629
216,Lateralroot,0,0,1,6,8,8,9,12,21,23,23,23,23,24,0,0,1.1268929,3.092743905,5.323205643,5.68319103,7.304999615,9.0886169,11.23256269,8.302327845,8.80443911,9.842467674,9.9,9.991771986
216,primaryroot,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0657485,3.19948184,4.640554,7.6717164,11.0237144,13.2209744,14.7480394,16.6148897,19.1508747,25.206887,25.647247,27.806691,27.9,26.6931784
216,sum_root,2,3,4,9,11,11,12,15,24,26,26,25,0,27,1.0657485,3.19948184,5.7674469,10.76446031,16.34692004,18.90416543,22.05303902,25.7035066,30.38343739,33.50921485,34.45168611,37.64915867,0,36.68495039
216,Lateralroot,0,0,0,3,3,7,12,12,14,14,15,15,20,21,0,0,0,0.35805088,1.06697188,2.67013245,5.849142174,7.70901942,10.9263402,15.50183278,17.33568178,18.71166483,21.68746803,23.23103799
216,primaryroot,2,2,3,3,3,3,4,5,5,5,5,5,5,5,3.2512839,3.9960263,4.17907086,5.69458786,9.06519097,10.85144922,12.64122287,14.62002167,17.15411754,18.66829234,20.7998403,22.23288018,20.4859304,22.52907723
216,sum_root,2,2,3,6,6,10,16,17,13,19,20,19,25,26,3.2512839,3.9960263,4.17907086,6.05263874,10.13216285,13.52158167,18.49036504,22.32904109,28.08045774,34.17012512,38.13552208,40.94454501,42.17339843,45.76011522
216,Lateralroot,0,0,1,0,0,2,6,13,14,14,18,18,20,22,0,0,0.06494872,0.1,0.23,0.29741504,2.67114221,8.652287052,11.73317529,15.60501496,19.21936356,19.69376493,19.80986438,19.99190812
216,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.84133451,5.7730154,6.991749,9.9862912,13.22195626,15.5979394,18.93537626,20.86558844,21.2442126,21.62395826,22.8423151,22.86507925,22.96939074,22.95370206
216,sum_root,3,3,4,3,3,5,9,16,17,17,21,21,23,25,1.84133451,5.7730154,7.05669772,9.9862912,13.22195626,15.89535444,21.60651847,29.51787549,32.97738789,37.22897322,42.06167866,42.55884418,42.77925512,42.94561018
217,Lateralroot,0,0,0,2,6,7,8,9,9,12,14,18,18,18,0,0,0,0.29881693,1.93081817,6.19309325,9.54007903,11.05518002,15.01657501,19.41640258,22.45655502,25.35409163,24.40542723,31.9459165
217,primaryroot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056217786,3.3688614,4.139687,4.7587686,6.3968563,7.0954127,8.8126545,10.483949,12.350469,14.538919,15.023244,15.782488,16.064228,17.712622
217,sum_root,1,1,1,3,7,8,9,10,9,13,15,19,19,19,0.056217786,3.3688614,4.139687,5.05758553,8.32767447,13.28850595,18.35273353,21.53912902,27.36704401,33.95532158,37.47979902,41.13657963,40.46965523,49.6585385
221,Lateralroot,0,0,2,4,8,10,15,15,15,16,16,16,16,16,0,0,0.27390507,2.15149706,4.57100113,6.32465462,9.34258509,11.58820003,11.37187006,12.80662306,10.76224034,12.64061928,12.76994107,13.42894284
221,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.05022722,2.79147394,3.25647208,4.7222735,5.7190989,6.3571527,6.4432139,5.89137912,6.30547602,6.9850948,6.3977947,6.91874717,5.73826061,6.6062723
221,sum_root,3,3,5,7,11,13,18,18,18,19,19,19,19,19,1.05022722,2.79147394,3.53037715,6.87377056,10.29010003,12.68180732,15.78579899,17.47957915,17.67734608,19.79171786,17.16003504,19.55936645,18.50820168,20.03521514
221,Lateralroot,0,1,5,6,10,14,16,23,32,35,42,44,44,47,0,0.10070109,1.090629145,1.32477675,1.437085618,1.924642808,3.761325215,6.954196886,18.87841115,22.12114058,23.34494177,22.89951944,25.25306306,27.0581805
221,primaryroot,1,2,2,2,3,3,3,3,3,3,3,3,4,4,0.59966207,2.9846457,3.8526383,4.3903856,6.185273754,6.43871229,7.2083705,7.4327759,8.111106,9.656388195,8.73433185,8.54927587,9.69714425,10.25285378
221,sum_root,1,3,7,8,13,17,19,26,35,38,46,47,45,51,0.59966207,3.08534679,4.943267445,5.71516235,7.622359372,8.363355098,10.96969572,14.38697279,26.98951715,31.77752878,32.07927362,31.44879531,34.95020731,37.31103428
226,Lateralroot,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0.36244068,1.401324807,2.42379057,2.42379057
226,primaryroot,1,4,5,5,5,5,5,5,5,5,5,5,5,5,0.26111418,1.31582121,2.57700152,4.3957984,5.3402692,7.79853986,10.4259959,12.9180527,15.3951596,17.0610176,18.0875602,20.0861319,20.2351876,20.2351876
226,sum_root,1,4,5,5,5,5,5,5,5,5,6,9,9,0,0.26111418,1.31582121,2.57700152,4.3957984,5.3402692,7.79853986,10.4259959,12.9180527,15.3951596,17.0610176,18.45000088,21.48745671,22.65897817,0
231,Lateralroot,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.11459313,0.16619968,0.15043332,0.15844856,0.1579088,0.1509799,0.18552689,0.18900749,0.2399128,0.28043446
231,primaryroot,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1.90495443,2.08301907,3.02852626,5.01354659,7.8210817,8.26656581,9.15323245,9.48272291,9.40753276,9.27051742,9.5212207,9.5806078,9.54880398,9.6222529
231,sum_root,4,4,4,5,6,6,6,6,6,6,6,6,6,6,1.90495443,2.08301907,3.02852626,5.01354659,7.93567483,8.43276549,9.30366577,9.64117147,9.56544156,9.42149732,9.70674759,9.76961529,9.78871678,9.90268736
231,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,primaryroot,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0.95102748,0.9946793,1.2301082,2.16372054,2.92480186,3.36070783,3.71927887,4.05624106,2.46847521,2.63284123,2.4295982,3.59667792,3.87108746,4.1282995
231,sum_root,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0.95102748,0.9946793,1.2301082,2.16372054,2.92480186,3.36070783,3.71927887,4.05624106,2.46847521,2.63284123,2.4295982,3.59667792,3.87108746,4.1282995
236,Lateralroot,0,0,0,1,1,1,1,6,11,15,15,15,16,16,0,0,0,0.05873788,0.71896434,1.8068461,2.8420641,3.96615478,8.124555036,9.14565364,9.557983956,10.71735058,12.64118603,15.24957606
236,primaryroot,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.1416095,1.4925482,1.914598,3.155264,4.914325,5.548162,5.662772,5.633323,5.8898516,5.650679,5.3914523,5.68215,5.6012306
236,sum_root,0,1,1,2,2,2,2,7,12,16,15,16,17,17,0,1.1416095,1.4925482,1.97333588,3.87422834,6.7211711,8.3902261,9.62892678,13.75787804,15.03550524,15.20866296,16.10880288,18.32333603,20.85080666
239,Lateralroot,0,3,5,9,12,13,12,16,22,27,33,35,40,40,0,0.099885431,0.664750613,1.558116453,3.404930065,4.850277748,6.25392589,7.416952032,9.353234719,10.61958115,11.74776878,11.9858147,14.16201919,13.84345012
239,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.5995889,9.3032514,11.6409616,13.6190429,16.0159653,17.698634,17.628199,17.869824,18.892933,18.454476,19.305905,19.824174,19.636266,18.271244
239,sum_root,2,5,7,11,14,15,14,18,24,29,35,37,42,40,6.5995889,9.403136831,12.30571221,15.17715935,19.42089537,22.54891175,23.88212489,25.28677603,28.24616772,29.07405715,31.05367378,31.8099887,33.79828519,32.11469412
239,Lateralroot,0,0,0,0,0,0,0,7,10,10,12,12,15,15,0,0,0,0,0,0,0,1.253005116,3.232466399,5.11908734,8.123461723,10.92297446,14.13698301,17.54481115
239,primaryroot,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1.63889527,1.96967667,2.7268734,2.17345475,4.78077818,6.47563464,8.80466137,10.16342839,13.05684786,15.1678122,17.1525573,19.54786452,19.7830759,21.45772984
239,sum_root,6,7,8,7,8,8,8,14,17,17,19,17,22,22,1.63889527,1.96967667,2.7268734,2.17345475,4.78077818,6.47563464,8.80466137,11.41643351,16.28931426,20.28689954,25.27601902,30.47083898,33.92005891,39.00254099
240,Lateralroot,0,0,0,1,1,7,16,16,23,27,27,27,39,45,0,0,0,0.08218046,0.18942474,1.55321716,3.472107226,4.047986,8.469382585,10.17316365,12.42311833,12.84687506,16.14366276,23.10876422
240,primaryroot,4,4,5,5,5,5,5,5,5,5,5,5,5,5,0.86534953,1.85585937,3.23593305,4.50502629,9.02770606,14.25393085,18.5175129,20.61330236,23.2909261,27.35670446,30.25364184,29.8684249,32.3798358,35.5009657
240,sum_root,4,4,5,6,6,12,21,20,27,33,32,30,43,49,0.86534953,1.85585937,3.23593305,4.58720675,9.2171308,15.80714801,21.98962013,24.66128836,31.76030869,37.52986811,42.67676017,42.71529996,48.52349856,58.60972992
240,Lateralroot,0,0,1,4,10,14,19,23,27,33,34,34,35,44,0,0,0.12474095,0.531141597,2.311242453,5.74722341,8.40357288,13.63169623,17.57624715,20.9063809,23.91048117,24.21549938,25.40831843,30.41292932
240,primaryroot,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.15325907,0.76522976,2.22163894,3.5840383,5.3934308,8.3698693,11.6569619,15.8178725,17.5967107,20.121203,23.11459,25.040679,26.737247,28.088732
240,sum_root,1,1,3,6,12,16,21,25,29,35,36,35,37,46,0.15325907,0.76522976,2.34637989,4.115179897,7.704673253,14.11709271,20.06053478,29.44956873,35.17295785,41.0275839,47.02507117,49.25617838,52.14556543,58.50166132
240,Lateralroot,0,1,5,9,14,24,32,46,46,57,64,64,67,85,0,0.485348,1.419864086,3.05163133,6.6209768,12.55243632,20.80124226,31.92208133,13.20924209,44.58180016,52.28614942,49.73362038,53.83677678,66.95830391
240,primaryroot,4,4,6,6,6,6,6,6,6,6,6,6,6,6,0.37772755,3.40137462,7.7314757,11.74651592,18.1835032,25.8614321,31.939306,38.9541191,33.1511519,43.8834715,44.65792722,55.0124166,52.3232355,56.0198526
240,sum_root,4,5,11,15,20,30,38,52,31,63,70,70,73,91,0.37772755,3.88672262,9.151339786,14.79814725,24.80448,38.41386842,52.74054826,70.87620043,46.36039399,88.46527166,96.94407664,104.746037,106.1600123,122.9781565
242,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,primaryroot,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08693612,0.09089406,0.10277558,0.11059715,0.12633318,0.12946342,0.13491231,0.14017911,0.14976138,0.15746972,0.16576694,0.17240517
242,sum_root,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08693612,0.09089406,0.10277558,0.11059715,0.12633318,0.12946342,0.13491231,0.14017911,0.14976138,0.15746972,0.16576694,0.17240517
243,Lateralroot,0,0,2,3,6,11,11,11,11,11,11,11,11,12,0,0,0.7851783,0.803523196,2.12475041,6.084015724,8.357657227,11.12105689,12.01572849,13.37600642,16.20131461,16.20371299,18.32703034,13.4816912
243,primaryroot,2,4,4,5,5,5,6,6,6,6,6,6,6,6,0.39208774,1.45377629,1.33368757,2.82429735,3.01168977,2.49196037,3.52420209,3.030883615,4.94817787,5.42342895,4.68516487,6.62553856,7.83933276,13.11552877
243,sum_root,2,4,6,8,11,17,17,17,17,17,17,17,17,18,0.39208774,1.45377629,2.11886587,3.627820546,5.13644018,8.575976094,11.88185932,14.15194051,16.96390636,18.79943537,20.88647948,22.82925155,26.1663631,26.59721997
243,Lateralroot,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0.988912085,2.4221218,3.60013598,3.84313602,4.0673013,4.28586026,4.49840046,4.54592277,4.31304583
